76
(19-15),FINAL,-1.9292,-0.9892,0,3.7373,2.9759,1.8753,7.2183,2.35,3.8218,9.6265,13.8,13.8,-10.4612,-4.9494,-11.5722,-15.5156,-35.7516,-23.4205,-0.0008819,2.02E+00,6.71E-01,1.64E+01,5.46E+00,5.71E+01,1.90E+01,7.60E+01,2.53E+01,100,0.744875,80,0.94626642,0.053699424,3.41E-05,9.74E-08,6.03E-11,1.68E-13,0.201391905,0.791938601,0.001964641,0.004689117,9.24E-06,6.49E-06
(17-71),FINAL,-0.5259,0.7667,0,0.9736,3.9271,5.0904,7.152,1.3637,2.6325,5.2049,13.8,13.8,-9.4563,-1.909,-11.2646,-16.2634,-36.3041,-23.973,-0.0001419,1.99E+00,6.62E-01,1.62E+01,5.41E+00,5.75E+01,1.92E+01,7.71E+01,2.57E+01,100,0.731589,80,0.898700495,0.101288073,1.14E-05,1.07E-08,1.38E-12,1.38E-16,0.167111751,0.832100438,0.000242088,0.000545464,1.48E-07,1.12E-07
(8-15),FINAL,0.4383,2.1177,0,1.398,3.5374,6.1326,5.8814,5.3666,8.7295,6.6626,13.8,13.8,-9.8755,-3.0853,-10.1205,-13.1678,-32.0118,-19.6807,-0.0014858,1.95E+00,6.46E-01,1.61E+01,5.35E+00,5.86E+01,1.95E+01,7.97E+01,2.65E+01,100,0.731585,80,0.835884278,0.164096971,1.86E-05,1.16E-07,1.29E-11,7.29E-14,0.104298992,0.892471667,0.000500481,0.002725431,1.30E-06,2.13E-06
(9-13),FINAL,-3.6162,-2.5891,0,0.8181,3.6365,0.9729,6.9218,2.5602,4.0539,7.7228,13.8,13.8,-12.6352,-5.6365,-11.7695,-15.3914,-38.4165,-26.0854,-0.0002201,1.93E+00,6.43E-01,1.59E+01,5.30E+00,5.78E+01,1.92E+01,7.83E+01,2.61E+01,100,0.722615,80,0.905987882,0.093994134,1.79E-05,5.13E-08,9.57E-12,4.18E-15,0.183373249,0.813983981,0.000704403,0.001935981,1.32E-06,1.07E-06
(20-39),FINAL,2.3388,5.7409,0,0.8407,4.4093,8.8424,5.0494,1.7891,5.4029,2.473,13.8,13.8,-11.2988,-6.4154,-10.9132,-18.4295,-32.7027,-20.3716,-0.0004495,1.95E+00,6.49E-01,1.60E+01,5.32E+00,5.67E+01,1.89E+01,7.61E+01,2.54E+01,100,0.721985,80,0.789256799,0.210677201,6.59E-05,7.65E-08,2.12E-11,4.11E-14,0.067271322,0.929840626,0.000378897,0.002506156,8.85E-07,2.11E-06
(6-39),FINAL,0.4823,1.902,0,0.1349,4.4068,3.9532,5.1719,5.8338,9.2767,0.1424,13.8,13.8,-10.463,-5.3949,-9.8924,-16.0638,-34.7743,-22.4432,-0.0001144,1.95E+00,6.49E-01,1.60E+01,5.34E+00,5.78E+01,1.92E+01,7.81E+01,2.60E+01,100,0.71194,80,0.856599138,0.143380278,2.05E-05,5.76E-08,9.15E-12,2.30E-13,0.144659473,0.852726763,0.000537473,0.002073553,1.24E-06,1.50E-06
(13-68),FINAL,-1.5666,2.258,0,1.0133,3.5635,2.3958,3.291,0.0641,10.832,0.0373,13.8,13.8,-10.8355,-7.6085,-15.9231,-20.4786,-39.5282,-27.1971,-0.000271,1.94E+00,6.45E-01,1.59E+01,5.28E+00,5.63E+01,1.87E+01,7.56E+01,2.52E+01,100,0.705904,80,0.893299699,0.106693354,6.94E-06,2.48E-09,2.05E-13,6.29E-13,0.1873958,0.812382004,7.87E-05,0.000143459,1.17E-08,7.36E-09
(18-19),FINAL,0.8561,1.7538,0,2.2941,2.6614,2.1253,3.8997,0.7514,6.2134,6.9094,13.8,13.8,-9.0668,-8.2224,-10.7309,-17.1238,-35.1508,-22.8197,-0.0013159,1.88E+00,6.26E-01,1.56E+01,5.17E+00,5.70E+01,1.89E+01,7.77E+01,2.58E+01,100,0.705543,80,0.973635486,0.02635537,9.13E-06,1.31E-08,4.52E-12,2.29E-15,0.26809269,0.730497729,0.000573365,0.000835427,5.49E-07,2.41E-07
(10-36),FINAL,-2.5486,-1.6966,0,2.2037,3.9478,7.2933,5.9719,2.9576,5.0633,3.8702,13.8,13.8,-11.1838,-5.7395,-11.6548,-14.9441,-36.9096,-24.5785,-0.0009112,1.93E+00,6.42E-01,1.57E+01,5.23E+00,5.52E+01,1.84E+01,7.37E+01,2.45E+01,100,0.702715,80,0.907362719,0.092617495,1.97E-05,7.83E-08,1.73E-11,6.74E-14,0.204647961,0.791566841,0.001077138,0.002702803,3.00E-06,2.25E-06
(5-80),FINAL,-0.6402,0.8298,0,2.3524,5.9228,6.7812,5.3943,2.2358,10.288,8.6671,13.8,13.8,-11.4153,-6.1283,-10.3183,-16.0695,-34.1115,-21.7804,-0.0019106,1.84E+00,6.12E-01,1.52E+01,5.07E+00,5.58E+01,1.86E+01,7.61E+01,2.53E+01,100,0.702689,80,0.839480336,0.160376248,0.000143058,3.58E-07,3.16E-10,9.98E-13,0.136791292,0.848597392,0.002921168,0.011611722,3.53E-05,4.32E-05
(20-14),FINAL,1.5808,2.7297,0,0.82,5.1382,4.2766,10.9695,2.9718,3.6659,1.7482,13.8,13.8,-12.0977,-4.6977,-11.9652,-15.4346,-32.531,-20.1999,-0.0010373,1.97E+00,6.55E-01,1.63E+01,5.41E+00,5.91E+01,1.97E+01,8.03E+01,2.67E+01,100,0.701929,80,0.868276145,0.131683081,4.07E-05,1.16E-07,3.98E-11,3.32E-15,0.166346834,0.828637435,0.001237734,0.003767355,5.43E-06,5.22E-06
(17-80),FINAL,-1.2249,1.5526,0,4.6777,5.5507,6.3635,4.988,1.323,6.3623,8.6103,13.8,13.8,-11.6619,-5.4369,-13.8902,-17.8836,-35.5119,-23.1808,-0.0008285,2.03E+00,6.75E-01,1.64E+01,5.47E+00,5.66E+01,1.88E+01,7.49E+01,2.49E+01,100,0.697363,80,0.781010746,0.218848944,0.00014015,1.60E-07,1.03E-10,2.86E-13,0.08364777,0.908475526,0.001037115,0.006817078,6.93E-06,1.56E-05
(1-77),FINAL,-4.7051,-1.3493,0,1.2198,4.0249,11.9866,12.5694,5.3887,1.9764,11.0505,13.8,13.8,-10.7002,-1.2026,-11.4618,-14.687,-36.8816,-24.5505,-0.0009356,1.92E+00,6.36E-01,1.57E+01,5.22E+00,5.61E+01,1.87E+01,7.55E+01,2.52E+01,100,0.695693,80,0.731596661,0.268368471,3.48E-05,1.02E-07,1.28E-11,6.58E-13,0.035903237,0.961146947,0.000215925,0.002731545,5.03E-07,1.84E-06
(20-89),FINAL,1.4442,2.6309,0,2.8682,1.1741,1.5885,1.3948,0.3641,2.5927,1.9495,13.8,13.8,-9.4296,-4.4403,-12.1522,-17.3322,-35.9625,-23.6314,-0.0002915,1.90E+00,6.33E-01,1.57E+01,5.22E+00,5.68E+01,1.89E+01,7.70E+01,2.57E+01,100,0.688422,80,0.916351646,0.083641937,6.42E-06,2.75E-10,2.60E-14,2.97E-15,0.227930024,0.771974313,8.00E-05,1.57E-05,1.38E-09,1.07E-10
(8-64),FINAL,-0.7185,-0.0558,0,2.7186,5.2841,4.9431,4.6624,13.1184,7.5857,1.3371,13.8,13.8,-8.6374,-3.8536,-9.9156,-14.8895,-33.9769,-21.6458,-0.0020785,2.03E+00,6.72E-01,1.65E+01,5.47E+00,5.74E+01,1.91E+01,7.65E+01,2.54E+01,100,0.688229,80,0.922276278,0.077669349,5.42E-05,1.51E-07,1.15E-10,2.90E-13,0.234047461,0.758033575,0.00270673,0.005182189,1.87E-05,1.14E-05
(6-21),FINAL,-0.5065,0.4945,0,3.2322,0.1299,3.557,10.1655,2.9513,3.5659,1.6321,13.8,13.8,-10.2759,-2.8669,-10.5711,-15.3753,-35.2054,-22.8743,-0.0002399,1.99E+00,6.63E-01,1.63E+01,5.42E+00,5.76E+01,1.92E+01,7.72E+01,2.57E+01,100,0.687275,80,0.87398834,0.125982475,2.91E-05,4.52E-08,9.93E-12,4.34E-13,0.186713225,0.810657212,0.000728595,0.001898353,1.46E-06,1.15E-06
(16-86),FINAL,0.8285,3.851,0,4.5338,5.1481,5.9186,5.4413,1.6214,5.7998,6.2032,13.8,13.8,-12.7747,-4.8947,-15.915,-17.6511,-33.6306,-21.2995,-0.0002397,1.93E+00,6.41E-01,1.58E+01,5.27E+00,5.66E+01,1.89E+01,7.63E+01,2.54E+01,100,0.687267,80,0.748261401,0.251659071,7.94E-05,1.77E-07,6.02E-11,3.48E-13,0.060994489,0.932989015,0.000581415,0.005420649,3.22E-06,1.12E-05
(18-88),FINAL,-1.6974,-0.7453,0,0.8008,2.8073,6.3571,5.9657,6.228,4.8653,1.4068,13.8,13.8,-10.3788,-2.1451,-10.1108,-14.845,-37.1255,-24.7944,-0.0000084,1.95E+00,6.51E-01,1.60E+01,5.33E+00,5.71E+01,1.90E+01,7.69E+01,2.56E+01,100,0.685835,80,0.873477198,0.126514828,7.94E-06,3.23E-08,2.04E-12,4.93E-15,0.187642433,0.810964935,0.000359921,0.001031916,4.23E-07,3.71E-07
(20-54),FINAL,0.9611,1.6677,0,3.1763,0.8752,9.0926,5.4247,9.135,5.2803,1.3436,13.8,13.8,-9.1037,-2.2291,-11.8557,-14.572,-33.9303,-21.5992,-0.0001523,1.97E+00,6.55E-01,1.61E+01,5.36E+00,5.68E+01,1.89E+01,7.60E+01,2.53E+01,100,0.683818,80,0.907307121,0.092683394,9.44E-06,4.56E-08,4.80E-12,2.82E-14,0.223489299,0.77459334,0.000588341,0.001327204,1.07E-06,7.51E-07
(9-19),FINAL,0.0313,1.8398,0,1.474,1.6153,4.5114,3.4044,0.7957,9.4062,9.9009,13.8,13.8,-10.3711,-4.7284,-8.718,-17.8979,-35.7061,-23.375,-0.0006168,1.95E+00,6.50E-01,1.59E+01,5.29E+00,5.56E+01,1.85E+01,7.41E+01,2.47E+01,100,0.683756,80,0.861794846,0.138137273,6.79E-05,9.93E-09,4.06E-12,1.25E-14,0.178038954,0.820792808,0.000491727,0.000676018,3.42E-07,1.51E-07
(19-26),FINAL,0.253,0.9969,0,4.8097,3.8609,5.6202,4.7575,5.034,4.4619,0.0907,13.8,13.8,-9.8058,-5.5137,-10.4295,-16.2056,-33.7584,-21.4273,-0.0012258,1.95E+00,6.46E-01,1.59E+01,5.28E+00,5.64E+01,1.88E+01,7.57E+01,2.52E+01,100,0.682522,80,0.929222209,0.070688762,8.89E-05,1.13E-07,1.38E-10,3.56E-13,0.246700034,0.744269194,0.003182874,0.005810163,2.38E-05,1.40E-05
(11-10),FINAL,1.4255,2.0997,0,0.6559,3.2317,11.181,5.1794,4.6619,8.0993,1.2988,13.8,13.8,-9.872,-6.7091,-9.8596,-15.1084,-34.1527,-21.8216,-0.0007097,1.98E+00,6.60E-01,1.61E+01,5.36E+00,5.59E+01,1.86E+01,7.43E+01,2.47E+01,100,0.674434,80,0.909629139,0.090363166,7.67E-06,2.99E-08,2.71E-12,8.54E-15,0.235195144,0.763408338,0.00044741,0.00094828,5.03E-07,3.26E-07
(3-42),FINAL,-1.5104,-0.27,0,1.7759,4.7345,0.2408,4.9645,1.6548,15.6644,10.5144,13.8,13.8,-10.241,-4.5141,-12.709,-15.987,-36.8007,-24.4696,-0.0001482,1.93E+00,6.41E-01,1.58E+01,5.26E+00,5.67E+01,1.89E+01,7.64E+01,2.55E+01,100,0.67437,80,0.837411861,0.162564779,2.33E-05,4.57E-08,7.76E-12,1.44E-13,0.16304229,0.83436343,0.000601222,0.001990367,1.32E-06,1.37E-06
(19-39),FINAL,-0.8894,0.4501,0,2.7232,2.0482,3.1561,5.0335,0.2316,6.3904,9.6574,13.8,13.8,-14.2269,-2.2553,-13.2827,-16.6502,-35.834,-23.5029,-0.0000974,1.94E+00,6.46E-01,1.59E+01,5.30E+00,5.68E+01,1.89E+01,7.64E+01,2.55E+01,100,0.67358,80,0.84123258,0.158689629,7.77E-05,8.55E-08,3.79E-11,3.08E-12,0.167652221,0.827333378,0.001171164,0.003831748,5.52E-06,5.97E-06
(7-81),FINAL,2.0035,2.9988,0,3.8523,4.4105,4.3482,5.6213,0.014,2.5074,2.6181,13.8,13.8,-11.9654,-6.0132,-14.6294,-17.5313,-33.5461,-21.215,-0.0008889,1.95E+00,6.50E-01,1.61E+01,5.37E+00,5.90E+01,1.96E+01,8.03E+01,2.67E+01,100,0.670335,80,0.949786821,0.050178948,3.42E-05,1.65E-08,1.24E-11,9.96E-15,0.279452081,0.718078467,0.001058509,0.001407904,2.03E-06,1.01E-06
(15-34),FINAL,-2.5813,-1.193,0,2.6367,4.4235,3.4979,5.0806,1.3415,1.9683,2.1206,13.8,13.8,-9.9624,-5.6742,-10.1752,-16.8859,-38.2415,-25.9104,-0.0001422,1.96E+00,6.52E-01,1.61E+01,5.35E+00,5.74E+01,1.91E+01,7.72E+01,2.57E+01,100,0.670316,80,0.840753651,0.159207603,3.87E-05,1.12E-08,2.62E-12,1.98E-14,0.170437712,0.8287339,0.000337852,0.000490297,1.67E-07,7.27E-08
(5-15),FINAL,-1.7717,1.6811,0,0.7682,0.97,3.9903,3.1446,1.4747,3.2718,3.9531,13.8,13.8,-10.0294,-3.4135,-10.0588,-18.6799,-38.0038,-25.6727,-0.0000894,1.95E+00,6.48E-01,1.59E+01,5.31E+00,5.69E+01,1.89E+01,7.65E+01,2.55E+01,100,0.667928,80,0.736701903,0.263264823,3.33E-05,3.80E-09,4.01E-13,1.47E-16,0.068774232,0.930915205,0.000123781,0.000186752,2.07E-08,9.07E-09
(11-2),FINAL,-1.7058,-0.9075,0,3.3038,2.3846,0.8812,3.9818,0.3538,6.6097,7.1241,13.8,13.8,-8.5951,-1.7066,-11.3683,-14.6684,-36.5737,-24.2426,-0.0003953,1.93E+00,6.43E-01,1.59E+01,5.31E+00,5.81E+01,1.94E+01,7.91E+01,2.64E+01,100,0.667149,80,0.874670855,0.1253165,1.26E-05,2.06E-08,2.61E-12,3.61E-13,0.207521447,0.791534679,0.000314497,0.000628945,2.61E-07,1.72E-07
(8-70),FINAL,-1.2613,-0.2934,0,1.4954,2.6744,11.4484,5.7308,3.9245,6.8246,2.0427,13.8,13.8,-11.1074,-3.324,-10.2249,-14.702,-35.8857,-23.5546,-0.0004844,1.89E+00,6.28E-01,1.56E+01,5.21E+00,5.76E+01,1.92E+01,7.88E+01,2.63E+01,100,0.664963,80,0.846956144,0.153024029,1.97E-05,8.59E-08,1.04E-11,1.01E-13,0.181993014,0.814673428,0.000829693,0.002499465,2.30E-06,2.10E-06
(18-70),FINAL,1.5101,1.9478,0,1.853,3.4462,3.676,5.8443,3.6543,5.5718,6.461,13.8,13.8,-9.0626,-5.1792,-9.631,-13.7529,-32.1563,-19.8252,-0.0014952,1.93E+00,6.40E-01,1.59E+01,5.27E+00,5.70E+01,1.90E+01,7.71E+01,2.56E+01,100,0.66464,80,0.929322579,0.070663195,1.41E-05,8.37E-08,1.71E-11,7.28E-14,0.264682862,0.731680286,0.001306155,0.002325433,3.43E-06,1.83E-06
(11-83),FINAL,-0.7356,-0.1115,0,0.8437,3.0066,5.8133,6.6459,4.5028,5.1466,6.9356,13.8,13.8,-11.8504,-0.955,-10.9154,-13.0336,-34.1344,-21.8033,-0.0001721,1.97E+00,6.54E-01,1.61E+01,5.35E+00,5.70E+01,1.90E+01,7.64E+01,2.55E+01,100,0.663848,80,0.89408433,0.105903683,1.19E-05,5.78E-08,6.37E-12,7.33E-14,0.230236597,0.767400401,0.00074824,0.001612581,1.32E-06,8.58E-07
(2-26),FINAL,-0.2722,0.1542,0,3.5057,2.6947,7.0327,8.6024,1.0479,3.7589,4.5146,13.8,13.8,-11.5366,-3.749,-13.9206,-15.8089,-35.3327,-23.0016,-0.000242,1.98E+00,6.58E-01,1.61E+01,5.37E+00,5.66E+01,1.88E+01,7.55E+01,2.51E+01,100,0.660912,80,0.956489088,0.043494227,1.67E-05,2.99E-08,1.20E-11,1.67E-14,0.295577287,0.701353784,0.00123531,0.001829406,2.89E-06,1.32E-06
(1-97),FINAL,-0.3584,1.1448,0,2.2026,3.415,1.735,4.971,3.8611,5.6356,1.6263,13.8,13.8,-9.1448,-1.0014,-12.3816,-13.8387,-34.5044,-22.1733,-0.0002686,1.96E+00,6.53E-01,1.61E+01,5.34E+00,5.69E+01,1.89E+01,7.63E+01,2.54E+01,100,0.656464,80,0.775522564,0.224468009,9.37E-06,5.99E-08,2.85E-12,4.21E-16,0.119058915,0.879122429,0.00030293,0.001514294,5.58E-07,8.74E-07
(4-5),FINAL,-2.251,-1.4055,0,1.2797,2.3425,1.5111,4.486,5.6576,6.3449,0.6034,13.8,13.8,-9.159,-3.9104,-11.7857,-15.1017,-38.8448,-26.5137,-0.0000822,1.97E+00,6.57E-01,1.61E+01,5.38E+00,5.72E+01,1.91E+01,7.67E+01,2.56E+01,100,0.655463,80,0.860619362,0.139377189,3.44E-06,8.00E-09,4.76E-13,2.34E-13,0.205156053,0.79439041,0.000130746,0.000322705,4.88E-08,3.70E-08
(3-79),FINAL,-0.8985,0.7088,0,0.3698,2.8047,5.8953,5.7888,3.8238,11.3952,4.2738,13.8,13.8,-10.8538,-5.0096,-10.3389,-14.6395,-35.9327,-23.6016,-0.0002424,1.94E+00,6.46E-01,1.59E+01,5.29E+00,5.65E+01,1.88E+01,7.59E+01,2.53E+01,100,0.655353,80,0.767213931,0.232776486,9.55E-06,3.75E-08,1.46E-12,1.92E-15,0.111860951,0.887021576,0.000182431,0.000934627,1.63E-07,2.52E-07
